Country Name,Country Code,Region,IncomeGroup,SpecialNotes,Year,Emission
Brunei Darussalam,BRN,East Asia & Pacific,High income,,2018,17.5773964
Brunei Darussalam,BRN,East Asia & Pacific,High income,,2019,16.13215855
Bhutan,BTN,South Asia,Lower middle income,,2015,1.057859388
Bhutan,BTN,South Asia,Lower middle income,,2016,1.262376046
Bhutan,BTN,South Asia,Lower middle income,,2017,1.301030267
Bhutan,BTN,South Asia,Lower middle income,,2018,1.391841887
Bhutan,BTN,South Asia,Lower middle income,,2019,1.375977209
Botswana,BWA,Sub-Saharan Africa,Upper middle income,,2015,3.277194971
Botswana,BWA,Sub-Saharan Africa,Upper middle income,,2016,3.069551079
Botswana,BWA,Sub-Saharan Africa,Upper middle income,,2017,3.32414843
Botswana,BWA,Sub-Saharan Africa,Upper middle income,,2018,3.243026912
Botswana,BWA,Sub-Saharan Africa,Upper middle income,,2019,3.147107071
Central African Republic,CAF,Sub-Saharan Africa,Low income,,2015,0.042286394
Central African Republic,CAF,Sub-Saharan Africa,Low income,,2016,0.046279124
Central African Republic,CAF,Sub-Saharan Africa,Low income,,2017,0.047867471
Central African Republic,CAF,Sub-Saharan Africa,Low income,,2018,0.049288796
Central African Republic,CAF,Sub-Saharan Africa,Low income,,2019,0.050577648
Canada,CAN,North America,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,2015,15.64858561
Canada,CAN,North America,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,2016,15.42060171
Canada,CAN,North America,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,2017,15.54457104
Canada,CAN,North America,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,2018,15.65057904
Canada,CAN,North America,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,2019,15.43061283
Central Europe and the Baltics,CEB,,,Central Europe and the Baltics aggregate.,2015,6.235843223
Central Europe and the Baltics,CEB,,,Central Europe and the Baltics aggregate.,2016,6.365207843
Central Europe and the Baltics,CEB,,,Central Europe and the Baltics aggregate.,2017,6.612609217
Central Europe and the Baltics,CEB,,,Central Europe and the Baltics aggregate.,2018,6.568852985
Central Europe and the Baltics,CEB,,,Central Europe and the Baltics aggregate.,2019,6.265424216
Switzerland,CHE,Europe & Central Asia,High income,,2015,4.719648777
Switzerland,CHE,Europe & Central Asia,High income,,2016,4.737656377
Switzerland,CHE,Europe & Central Asia,High income,,2017,4.578884688
Switzerland,CHE,Europe & Central Asia,High income,,2018,4.40199099
Switzerland,CHE,Europe & Central Asia,High income,,2019,4.359041462
Channel Islands,CHI,Europe & Central Asia,High income,,2015,
Channel Islands,CHI,Europe & Central Asia,High income,,2016,
Channel Islands,CHI,Europe & Central Asia,High income,,2017,
Channel Islands,CHI,Europe & Central Asia,High income,,2018,
Channel Islands,CHI,Europe & Central Asia,High income,,2019,
Chile,CHL,Latin America & Caribbean,High income,,2015,4.576124117
Chile,CHL,Latin America & Caribbean,High income,,2016,4.749830077
Chile,CHL,Latin America & Caribbean,High income,,2017,4.714019984
Chile,CHL,Latin America & Caribbean,High income,,2018,4.624338351
Chile,CHL,Latin America & Caribbean,High income,,2019,4.821118299
China,CHN,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2015,7.146449357
China,CHN,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2016,7.115385005
China,CHN,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2017,7.230985031
China,CHN,East Asia & Pacific,Upper middle income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong, and on 20 December 1999, China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1978-1993. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2018,7.487331894
